n,pmid,id,source,doi_publication,title,authorString,journalTitle,pubYear,journalIssn,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,journalVolume,pageInfo,pmcid,pmcid_,pmcid_pmc,pmcid_uid,doi.y,filename,is_relevant_data,is_relevant_code,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,is_success,true_open_data,doi_open_data,study_type,dataset_type,Notes,FAIR_level,FAIRness,Findability,Accesibility,Interoperability,Reusability,Findability_level,Accesibility_level,Interoperability_level,Reusability_level,FsF_F1_01D,FsF_F1_02D,FsF_F2_01M,FsF_F3_01M,FsF_F4_01M,FsF_A1_01M,FsF_A1_03D,FsF_A1_02M,FsF_I1_01M,FsF_I1_02M,FsF_I3_01M,FsF_R1_01MD,FsF_R1.1_01M,FsF_R1.2_01M,FsF_R1.3_01M,FsF_R1.3_02D
2121,30348139,30348139,MED,10.1186/s12903-018-0628-x,Dental caries experience and associated risk indicators among Palestinian pregnant women in the Jerusalem area: a cross-sectional study.,"Kateeb E, Momany E.",BMC Oral Health,2018,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,4,Y,Y,N,N,N,2018-10-24,2018-10-22,1,18,170,PMC6196430,6196430,,6196430,10.1186/s12903-018-0628-x,PMC 6196430.xml,TRUE,FALSE,10.1186/s12903-018-0628-x,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,30348144,30348144,MED,10.1186/s12903-018-0637-9,"The role of three interleukin 10 gene polymorphisms (- 1082 A > G, - 819 C > T, - 592 A > C) in the risk of chronic and aggressive periodontitis: a meta-analysis and trial sequential analysis.","Wong HC, Ooi Y, Pulikkotil SJ, Naing C.",BMC Oral Health,2018,1472-6831,"meta-analysis; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,2,Y,Y,Y,Y,Y,2018-10-24,2018-10-22,1,18,171,PMC6198364,6198364,,6198364,10.1186/s12903-018-0637-9,PMC 6198364.xml,TRUE,TRUE,10.1186/s12903-018-0637-9,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,30348191,30348191,MED,10.1186/s13005-018-0174-4,Assessing the effect of multibracket appliance treatment on tooth color by using electronic measurement.,"Ratzmann A, Schwahn C, Treichel A, Faltermeier A, Welk A.",Head Face Med,2018,1746-160x,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2018-10-24,2018-10-22,1,14,22,PMC6198487,6198487,,6198487,10.1186/s13005-018-0174-4,PMC 6198487.xml,TRUE,TRUE,10.1186/s13005-018-0174-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,30351398,30351398,MED,10.1093/ejo/cjy066,CBCT in orthodontics: a systematic review on justification of CBCT in a paediatric population prior to orthodontic treatment.,"De Grauwe A, Ayaz I, Shujaat S, Dimitrov S, Gbadegbegnon L, Vande Vannet B, Jacobs R.",Eur J Orthod,2019,0141-5387; 1460-2210; ,systematic review; review-article; journal article,Y,Y,N,Y,N,Y,8,Y,Y,N,Y,N,2018-10-24,2019-08-01,4,41,381-389,PMC6686083,6686083,,6686083,10.1093/ejo/cjy066,PMC 6686083.xml,TRUE,TRUE,10.1093/ejo/cjy066,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,30355314,30355314,MED,10.1186/s12903-018-0639-7,The dental perspective on osteogenesis imperfecta in a Danish adult population.,"Thuesen KJ, Gjørup H, Hald JD, Schmidt M, Harsløf T, Langdahl B, Haubek D.",BMC Oral Health,2018,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2018-10-26,2018-10-24,1,18,175,PMC6201594,6201594,,6201594,10.1186/s12903-018-0639-7,PMC 6201594.xml,TRUE,FALSE,10.1186/s12903-018-0639-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,30355316,30355316,MED,10.1186/s12903-018-0638-8,What factors are associated with dental general anaesthetics for Australian children and what are the policy implications? A qualitative study.,"Rogers J, Delany C, Wright C, Roberts-Thomson K, Morgan M.",BMC Oral Health,2018,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2018-10-26,2018-10-24,1,18,174,PMC6201572,6201572,,6201572,10.1186/s12903-018-0638-8,PMC 6201572.xml,TRUE,FALSE,10.1186/s12903-018-0638-8,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,30355318,30355318,MED,10.1186/s12903-018-0631-2,Prevalence and impact of infant oral mutilation on dental occlusion and oral health-related quality of life among Kenyan adolescents from Maasai Mara.,"Kemoli A, Gjørup H, Nørregaard MM, Lindholm M, Mulli T, Johansson A, Haubek D.",BMC Oral Health,2018,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2018-10-26,2018-10-24,1,18,173,PMC6201571,6201571,,6201571,10.1186/s12903-018-0631-2,PMC 6201571.xml,TRUE,TRUE,10.1186/s12903-018-0631-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,30355347,30355347,MED,10.1186/s12903-018-0640-1,Relationship between oral health literacy and oral health status.,Baskaradoss JK.,BMC Oral Health,2018,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,16,Y,Y,N,Y,N,2018-10-26,2018-10-24,1,18,172,PMC6201552,6201552,,6201552,10.1186/s12903-018-0640-1,PMC 6201552.xml,TRUE,FALSE,10.1186/s12903-018-0640-1,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,30357551,30357551,MED,10.1186/s40729-018-0144-4,Efficacy of orthodontic mini implants for en masse retraction in the maxilla: a systematic review and meta-analysis.,"Becker K, Pliska A, Busch C, Wilmes B, Wolf M, Drescher D.",Int J Implant Dent,2018,2198-4034,review-article; review; journal article,Y,Y,N,Y,N,Y,4,Y,Y,N,Y,N,2018-10-26,2018-10-25,1,4,35,PMC6200826,6200826,,6200826,10.1186/s40729-018-0144-4,PMC 6200826.xml,TRUE,TRUE,10.1186/s40729-018-0144-4,TRUE,supplement,FALSE,additional file 1: data extraction template (csv,,TRUE,TRUE,https://figshare.com/articles/dataset/Additional_file_1_of_Efficacy_of_orthodontic_mini_implants_for_en_masse_retraction_in_the_maxilla_a_systematic_review_and_meta-analysis/7251005,Review,Review,csv,moderate,75,7,2,3,6,advanced,moderate,moderate,moderate,3,3,3,3,3,0,3,3,3,1,3,2,3,2,3,2
2130,30357923,30357923,MED,10.1111/jop.12792,Copy number variation: A prognostic marker for young patients with squamous cell carcinoma of the oral tongue.,"Gu X, Coates PJ, Boldrup L, Wang L, Krejci A, Hupp T, Fahraeus R, Norberg-Spaak L, Sgaramella N, Wilms T, Nylander K.",J Oral Pathol Med,2019,0904-2512; 1600-0714; ,research-article; journal article,Y,Y,N,Y,N,N,10,Y,Y,N,N,N,2018-10-26,2018-11-02,1,48,24-30,PMC6587711,6587711,,6587711,10.1111/jop.12792,PMC 6587711.xml,TRUE,TRUE,10.1111/jop.12792,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,30358024,30358024,MED,10.1111/eje.12402,Long-term skill improvement among general dental practitioners after a short training programme in diagnosing calcified carotid artery atheromas on panoramic radiographs.,"Gustafsson N, Ahlqvist J, Levring Jäghagen E.",Eur J Dent Educ,2019,1396-5883; 1600-0579; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2018-10-26,2018-11-12,1,23,54-61,PMC7328722,7328722,,7328722,10.1111/eje.12402,PMC 7328722.xml,TRUE,TRUE,10.1111/eje.12402,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,30365198,30365198,MED,10.1111/jopr.12992,Randomized Controlled Clinical Study to Determine the Oral and Dermal Tolerability of an Experimental Denture Wipe.,"Axe A, Burnett GR, Milleman KR, Patil A, Milleman JL.",J Prosthodont,2019,1059-941x; 1532-849x; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,Y,2018-10-27,2018-11-28,2,28,138-145,PMC7328799,7328799,,7328799,10.1111/jopr.12992,PMC 7328799.xml,TRUE,FALSE,10.1111/jopr.12992,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,30367654,30367654,MED,10.1186/s12903-018-0630-3,"Socioeconomic status, oral health and dental disease in Australia, Canada, New Zealand and the United States.","Mejia GC, Elani HW, Harper S, Murray Thomson W, Ju X, Kawachi I, Kaufman JS, Jamieson LM.",BMC Oral Health,2018,1472-6831,"meta-analysis; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,12,Y,Y,N,Y,N,2018-10-28,2018-10-26,1,18,176,PMC6204046,6204046,,6204046,10.1186/s12903-018-0630-3,PMC 6204046.xml,TRUE,TRUE,10.1186/s12903-018-0630-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,30370334,30370334,MED,10.1177/2380084417731097,Periodontal Disease and Pregnancy Outcomes: Overview of Systematic Reviews.,"Daalderop LA, Wieland BV, Tomsin K, Reyes L, Kramer BW, Vanterpool SF, Been JV.",JDR Clin Trans Res,2018,2380-0844; 2380-0852; ,review-article; review; journal article,Y,Y,N,Y,N,Y,27,Y,Y,N,Y,N,2018-10-30,2017-09-25,1,3,10-27,PMC6191679,6191679,,6191679,10.1177/2380084417731097,PMC 6191679.xml,TRUE,FALSE,10.1177/2380084417731097,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,30370430,30370430,MED,10.1186/s40510-018-0244-y,Comparison of piezocision and discision methods in orthodontic treatment.,"Yavuz MC, Sunar O, Buyuk SK, Kantarci A.",Prog Orthod,2018,1723-7785; 2196-1042; ,comparative study; clinical trial; research-article; journal article,Y,Y,N,Y,N,N,5,Y,Y,N,N,N,2018-10-30,2018-10-29,1,19,44,PMC6204431,6204431,,6204431,10.1186/s40510-018-0244-y,PMC 6204431.xml,TRUE,TRUE,10.1186/s40510-018-0244-y,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,30371685,30371685,MED,10.11607/ofph.2045,"Single-Item, Self-Rated Health is a Useful Indicator of Health in Myofascial Temporomandibular Disorders.","Santiago V, Raphael K.",J Oral Facial Pain Headache,2019,2333-0384; 2333-0376; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2018-10-30,2018-10-26,3,33,260268,PMC8252675,8252675,,8252675,10.11607/ofph.2045,PMC 8252675.xml,TRUE,TRUE,10.11607/ofph.2045,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,30373571,30373571,MED,10.1186/s12903-018-0645-9,Influence of povidone-iodine on micro-tensile bonding strength to dentin under simulated pulpal pressure.,"Alamoudi NM, Baik AM, El-Housseiny AA, Abu Haimed TS, Bakry AS.",BMC Oral Health,2018,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2018-10-31,2018-10-29,1,18,178,PMC6206633,6206633,,6206633,10.1186/s12903-018-0645-9,PMC 6206633.xml,TRUE,FALSE,10.1186/s12903-018-0645-9,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,30373592,30373592,MED,10.1186/s12903-018-0643-y,"An assessment of strategies to control dental caries in Aboriginal children living in rural and remote communities in New South Wales, Australia.","Dimitropoulos Y, Holden A, Gwynne K, Irving M, Binge N, Blinkhorn A.",BMC Oral Health,2018,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2018-10-31,2018-10-29,1,18,177,PMC6206639,6206639,,6206639,10.1186/s12903-018-0643-y,PMC 6206639.xml,TRUE,TRUE,10.1186/s12903-018-0643-y,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,30373608,30373608,MED,10.1186/s13005-018-0180-6,"Myositis ossificans traumatica of the masticatory muscles: etiology, diagnosis and treatment.","Hanisch M, Hanisch L, Fröhlich LF, Werkmeister R, Bohner L, Kleinheinz J.",Head Face Med,2018,1746-160x,research-article; review; journal article; case reports,Y,Y,N,Y,N,Y,4,Y,Y,N,Y,N,2018-10-31,2018-10-29,1,14,23,PMC6206835,6206835,,6206835,10.1186/s13005-018-0180-6,PMC 6206835.xml,TRUE,FALSE,10.1186/s13005-018-0180-6,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,30374828,30374828,MED,10.1007/s00784-018-2661-1,Development of a quantitative preclinical screening model for implant osseointegration in rat tail vertebra.,"Farkasdi S, Pammer D, Rácz R, Hriczó-Koperdák G, Szabó BT, Dobó-Nagy C, Kerémi B, Blazsek J, Cuisinier F, Wu G, Varga G.",Clin Oral Investig,2019,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2018-10-31,2018-10-29,7,23,2959-2973,PMC7398390,7398390,,7398390,10.1007/s00784-018-2661-1,PMC 7398390.xml,TRUE,TRUE,10.1007/s00784-018-2661-1,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,30374832,30374832,MED,10.1007/s00784-018-2712-7,"Treatment of intrabony defects with modified perforated membranes in aggressive periodontitis: subtraction radiography outcomes, prognostic variables, and patient morbidity.","Górski B, Jalowski S, Górska R, Zaremba M.",Clin Oral Investig,2019,1432-6981; 1436-3771; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,N,N,2018-10-31,2018-10-30,7,23,3005-3020,PMC7398389,7398389,,7398389,10.1007/s00784-018-2712-7,PMC 7398389.xml,TRUE,TRUE,10.1007/s00784-018-2712-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,30375017,30375017,MED,10.1111/joor.12741,Tongue pressure distribution of individual normal occlusions and exploration of related factors.,"Yu M, Gao X.",J Oral Rehabil,2019,0305-182x; 1365-2842; ,research-article; journal article,Y,Y,N,Y,N,Y,3,Y,Y,N,Y,N,2018-10-31,2018-11-14,3,46,249-256,PMC7379747,7379747,,7379747,10.1111/joor.12741,PMC 7379747.xml,TRUE,TRUE,10.1111/joor.12741,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,30375187,30375187,MED,10.1111/idh.12372,A 5-week randomized clinical evaluation of a novel electric toothbrush head with regular and tapered bristles versus a manual toothbrush for reduction of gingivitis and plaque.,"Ccahuana-Vasquez RA, Adam R, Conde E, Grender JM, Cunningham P, Goyal CR, Qaqish J.",Int J Dent Hyg,2019,1601-5029; 1601-5037; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2018-10-31,2018-12-19,2,17,153-160,PMC7379728,7379728,,7379728,10.1111/idh.12372,PMC 7379728.xml,TRUE,FALSE,10.1111/idh.12372,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,30375649,30375649,MED,10.1111/adj.12662,"Risk factors for oral health in young, urban, Aboriginal and Torres Strait Islander children.","Butten K, Johnson NW, Hall KK, Anderson J, Toombs M, King N, O'Grady KF.",Aust Dent J,2019,0045-0421; 1834-7819; ,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2018-10-31,2018-12-02,1,64,72-81,PMC6392135,6392135,,6392135,10.1111/adj.12662,PMC 6392135.xml,TRUE,TRUE,10.1111/adj.12662,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,30375669,30375669,MED,10.1111/cdoe.12429,Quality measures for dental care: A systematic review.,"Righolt AJ, Sidorenkov G, Faggion CM, Listl S, Duijster D.",Community Dent Oral Epidemiol,2019,0301-5661; 1600-0528; ,systematic review; review-article; journal article,Y,Y,N,Y,N,Y,4,Y,Y,N,Y,N,2018-10-31,2018-10-30,1,47,12-23,PMC7379624,7379624,,7379624,10.1111/cdoe.12429,PMC 7379624.xml,TRUE,TRUE,10.1111/cdoe.12429,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,30376855,30376855,MED,10.1186/s12903-018-0648-6,Oral surgical procedures under local anaesthesia in day surgery.,"Çankaya AB, Akçay Ç, Kahraman N, Köseoglu BG.",BMC Oral Health,2018,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2018-11-01,2018-10-30,1,18,179,PMC6208181,6208181,,6208181,10.1186/s12903-018-0648-6,PMC 6208181.xml,TRUE,TRUE,10.1186/s12903-018-0648-6,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,30382830,30382830,MED,10.1186/s12903-018-0644-x,Satisfaction level in dental-phobic patients with implant-supported rehabilitation performed under general anaesthesia: a prospective study.,"Sidenö L, Hmaidouch R, Brandt J, von Krockow N, Weigl P.",BMC Oral Health,2018,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2018-11-02,2018-11-01,1,18,182,PMC6211469,6211469,,6211469,10.1186/s12903-018-0644-x,PMC 6211469.xml,TRUE,TRUE,10.1186/s12903-018-0644-x,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,30382850,30382850,MED,10.1186/s12903-018-0636-x,A prospective clinical study to evaluate the performance of zirconium dioxide dental implants in single-tooth edentulous area: 3-year follow-up.,"Bormann KH, Gellrich NC, Kniha H, Schild S, Weingart D, Gahlert M.",BMC Oral Health,2018,1472-6831,"research support, non-u.s. gov't; research-article; clinical study; journal article",Y,Y,N,Y,N,N,4,Y,Y,N,Y,Y,2018-11-02,2018-11-01,1,18,181,PMC6211599,6211599,,6211599,10.1186/s12903-018-0636-x,PMC 6211599.xml,TRUE,TRUE,10.1186/s12903-018-0636-x,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,30382854,30382854,MED,10.1186/s12903-018-0635-y,Combining virtual model and cone beam computed tomography to assess periodontal changes after anterior tooth movement.,"Kim SH, Lee JB, Kim MJ, Pang EK.",BMC Oral Health,2018,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2018-11-02,2018-11-01,1,18,180,PMC6211447,6211447,,6211447,10.1186/s12903-018-0635-y,PMC 6211447.xml,TRUE,TRUE,10.1186/s12903-018-0635-y,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,30382910,30382910,MED,10.1186/s12903-018-0646-8,Factors associated with future dental care utilization among low-income smokers overdue for dental visits.,"Blasi PR, Krakauer C, Anderson ML, Nelson J, Bush T, Catz SL, McClure JB.",BMC Oral Health,2018,1472-6831,"clinical trial; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,3,Y,Y,N,Y,Y,2018-11-02,2018-11-01,1,18,183,PMC6211575,6211575,,6211575,10.1186/s12903-018-0646-8,PMC 6211575.xml,TRUE,TRUE,10.1186/s12903-018-0646-8,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,30382922,30382922,MED,10.1186/s12903-018-0649-5,What factors affect the severity of permanent tooth impaction?,"Al-Abdallah M, AlHadidi A, Hammad M, Dar-Odeh N.",BMC Oral Health,2018,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2018-11-02,2018-11-01,1,18,184,PMC6211474,6211474,,6211474,10.1186/s12903-018-0649-5,PMC 6211474.xml,TRUE,TRUE,10.1186/s12903-018-0649-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,30386636,30386636,MED,10.1002/cre2.123,An optimized imaging protocol for orofacial cleft patients.,"De Mulder D, Cadenas de Llano-Pérula M, Willems G, Jacobs R, Dormaar JT, Verdonck A.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2018-11-03,2018-07-25,5,4,152-157,PMC6203823,6203823,,6203823,10.1002/cre2.123,PMC 6203823.xml,TRUE,TRUE,10.1002/cre2.123,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,30386637,30386637,MED,10.1002/cre2.124,Compliance with infection control practices when taking dental x-rays: Survey of a Japanese dental school.,"Gamoh S, Akiyama H, Maruyama H, Ohshita N, Nakayama M, Matsumoto K, Yoshida H, Ohkubo T, Kishimoto N, Mori Y, Nakatsuka M, Shimizutani K.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2018-11-03,2018-08-02,5,4,158-166,PMC6203825,6203825,,6203825,10.1002/cre2.124,PMC 6203825.xml,TRUE,FALSE,10.1002/cre2.124,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,30386638,30386638,MED,10.1002/cre2.125,Development and validation of the autotransplanted maxillary canine radiological index.,"Grisar K, Vanpoecke J, Raes M, Albdour EA, Willems G, Politis C, Jacobs R.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2018-11-03,2018-08-17,5,4,167-173,PMC6203832,6203832,,6203832,10.1002/cre2.125,PMC 6203832.xml,TRUE,TRUE,10.1002/cre2.125,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,30386639,30386639,MED,10.1002/cre2.126,The luminance ratio of autofluorescence in a xenograft mouse model is stable through tumor growth stages.,"Sumi S, Umemura N, Adachi M, Ohta T, Naganawa K, Kawaki H, Takayama E, Kondoh N, Sumitomo S.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2018-11-03,2018-08-15,5,4,174-181,PMC6203828,6203828,,6203828,10.1002/cre2.126,PMC 6203828.xml,TRUE,TRUE,10.1002/cre2.126,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,30386640,30386640,MED,10.1002/cre2.127,Dental fear and anxiety in Estonian and Vietnamese schoolchildren: A comparative study of two populations.,"Nguyen MS, Nguyen TT, Nguyen BBT, Saag M, Olak J.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2018-11-03,2018-08-07,5,4,182-188,PMC6203829,6203829,,6203829,10.1002/cre2.127,PMC 6203829.xml,TRUE,FALSE,10.1002/cre2.127,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,30386641,30386641,MED,10.1002/cre2.129,Comparing feedback from faculty interactions and virtual assessment software in the development of psychomotor skills in preclinical fixed prosthodontics.,"Sadid-Zadeh R, D'Angelo EH, Gambacorta J.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2018-11-03,2018-09-14,5,4,189-195,PMC6203830,6203830,,6203830,10.1002/cre2.129,PMC 6203830.xml,TRUE,TRUE,10.1002/cre2.129,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,30386642,30386642,MED,10.1002/cre2.131,"Efficacy of chlorine dioxide mouthwash in reducing oral malodor: A 2-week randomized, double-blind, crossover study.","Pham TAV, Nguyen NTX.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2018-11-03,2018-10-23,5,4,206-215,PMC6203824,6203824,,6203824,10.1002/cre2.131,PMC 6203824.xml,TRUE,TRUE,10.1002/cre2.131,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,30386643,30386643,MED,10.1002/cre2.133,Development and validation of the Maxillary Canine Aesthetic Index.,"Grisar K, Claeys G, Raes M, Albdour EA, Willems G, Politis C, Jacobs R.",Clin Exp Dent Res,2018,2057-4347,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2018-11-03,2018-10-26,5,4,216-223,PMC6203826,6203826,,6203826,10.1002/cre2.133,PMC 6203826.xml,TRUE,TRUE,10.1002/cre2.133,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,30386925,30386925,MED,10.1186/s40729-018-0145-3,Implant success and survival rates in daily dental practice: 5-year results of a non-interventional study using CAMLOG SCREW-LINE implants with or without platform-switching abutments.,"Beschnidt SM, Cacaci C, Dedeoglu K, Hildebrand D, Hulla H, Iglhaut G, Krennmair G, Schlee M, Sipos P, Stricker A, Ackermann KL.",Int J Implant Dent,2018,2198-4034,research-article; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2018-11-03,2018-11-02,1,4,33,PMC6212375,6212375,,6212375,10.1186/s40729-018-0145-3,PMC 6212375.xml,TRUE,TRUE,10.1186/s40729-018-0145-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,30392078,30392078,MED,10.1007/s00784-018-2710-9,Deviating dental arch morphology in mild coronal craniosynostosis syndromes.,"Choi TM, Kragt L, Goos JAC, Mathijssen IMJ, Wolvius EB, Ongkosuwito EM.",Clin Oral Investig,2019,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2018-11-05,2018-11-03,7,23,2995-3003,PMC7398388,7398388,,7398388,10.1007/s00784-018-2710-9,PMC 7398388.xml,TRUE,FALSE,10.1007/s00784-018-2710-9,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,30393383,30393383,MED,10.1038/s41368-018-0035-9,The functional significance of dentin sialoprotein-phosphophoryn and dentin sialoprotein.,Ritchie H.,Int J Oral Sci,2018,1674-2818; 2049-3169; ,research-article; review; journal article,Y,Y,N,Y,N,N,7,Y,Y,N,Y,N,2018-11-05,2018-11-05,4,10,31,PMC6215839,6215839,,6215839,10.1038/s41368-018-0035-9,PMC 6215839.xml,TRUE,TRUE,10.1038/s41368-018-0035-9,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
